post_id,post_text,content,index,timeofposting,rideordrive,dateofride,weekdayofride,price,location,destination
,,DRIVE!! Davis to Oakland 1:50 PM $10,1027,,,,,0,DRIVE!! Davis,Oakland
,,"#ride04022025 RIDE!! Palo Alto ➜ San Jose 8:15 AM $18
comment below",1028,,1,2025-04-02,Wednesday,0,#ride04022025 RIDE!! Palo Alto,San Jose
,,#ride07112025 Need a ride Sunnyvale-Palo Alto. Budget $40,1029,,1,2025-07-11,Friday,0,#ride07112025 Need a ride Sunnyvale,Palo
,,#ride04212024 Davis ➜ Sacramento $15 leaving 4PM,1030,,1,2024-04-21,Sunday,0,#ride04212024 Davis,Sacramento
,,San Jose-Oakland | 4:10 PM | $18 | 1 seat,1031,,,,,0,San Jose,Oakland
,,#ride03192025 RIDE!! from San Jose to San Francisco 11AM $40 !!,1032,,1,2025-03-19,Wednesday,0,San Jose,San Jose
,,#ride05022025 Sunnyvale -> Berkeley $12 leaving 12PM,1033,,1,2025-05-02,Friday,0,#ride05022025 Sunnyvale,Berkeley
,,#ride03032025 #ride03062025 Need a ride Sunnyvale ➜ Sacramento. Budget $30,1034,,1,2025-03-03,Monday,0,#ride03032025 #ride03062025 Need a ride Sunnyvale,Sacramento
,,#ride05292025 Need a ride Oakland to SJ. Budget $35-40,1035,,1,2025-05-29,Thursday,0,#ride05292025 Need a ride Oakland,San Jose
,,#drive01082025 DRIVE!! Palo Alto to Fremont 8AM $25,1036,,0,2025-01-08,Wednesday,25,#drive01082025 DRIVE!! Palo Alto,Fremont
,,"#ride09072024 RIDE!! Davis-Berkeley 12:10 PM $15
pm me",1037,,1,2024-09-07,Saturday,0,#ride09072024 RIDE!! Davis,Berkeley
,,#drive12302024  Need  a  driveS  unnyvale  ➜  Oakland.  Budget  $30,1038,,0,2024-12-30,Monday,30,#drive12302024 Need a driveS unnyvale,Oakland
,,#ride02222024 from Davis t oSacramento | 9:40 PM | $18 | 1 seat,1039,,1,2024-02-22,Thursday,0,,
,,Need a drive Palo Alto to San Jose. Budget $30-38 🚗,1040,,,,,0,Need a drive Palo Alto,San Jose
,,#drive01162024 Fremont ➜ San Jose | 12:15 PM | $15 | 1 seat !!,1041,,0,2024-01-16,Tuesday,15,#drive01162024 Fremont,San Jose
,,#ride01162025 Need a ride Palo Alto -> San Francisco. Budget $10-18 😊,1042,,1,2025-01-16,Thursday,0,#ride01162025 Need a ride Palo Alto,San Francisco
,,"Need a drive from San Franicsco to Sacramento. Budget $40
anyone?",1043,,,,,0,San Franicsco,Sacramento
,,#drive11092024 #drive11112024 DRIVE!! Fremont-Sunnyvale 9:40 PM $18,1044,,0,2024-11-09,Saturday,18,#drive11092024 #drive11112024 DRIVE!! Fremont,Sunnyvale
,,#drive02192024 DRIVE!! San Francisco ➜ Palo Alto 6PM $20,1045,,0,2024-02-19,Monday,20,#drive02192024 DRIVE!! San Francisco,Palo
,,#drive11302024  Oakland  to  Palo  Alto  $10  leaving  3PM,1046,,0,2024-11-30,Saturday,10,#drive11302024 Oakland,Palo
,,#drive10262024 Berkeley-Fremont | 12PM | $15 | 1 seat,1047,,0,2024-10-26,Saturday,15,#drive10262024 Berkeley,Fremont
,,#drive10292025 Sacramento -> Oakland $15 leaving 5:40 PM 😊,1048,,0,2025-10-29,Wednesday,15,#drive10292025 Sacramento,Oakland
,,#drive09032024 DRIVE!! Berkeley to San Jose 12:30 PM $40,1049,,0,2024-09-03,Tuesday,40,#drive09032024 DRIVE!! Berkeley,San Jose
,,"#ride05212025 Sacramento ➜ San Jose $12-17 leaving 12PM
comment below",1050,,1,2025-05-21,Wednesday,0,#ride05212025 Sacramento,San Jose
,,#drive06182024 DRIVE!! Davis-Sunnyvale 10:40 AM $22,1051,,0,2024-06-18,Tuesday,22,#drive06182024 DRIVE!! Davis,Sunnyvale
,,#ride04102024 RIDE!! from Oakland to Davis 10:15 AM,1052,,1,2024-04-10,Wednesday,0,Oakland,Davis
,,#ride06132024 Oakland-San Jose | 3:40 PM | $40 | 1 seat,1053,,1,2024-06-13,Thursday,0,#ride06132024 Oakland,San Jose
,,#ride06212024 San Jose -> Berkeley $18 leaving 8AM thx,1054,,1,2024-06-21,Friday,0,#ride06212024 San Jose,Berkeley
,,#drive03252024 DRIVE!! Sacramento -> Davis 2:50 PM $25-30,1055,,0,2024-03-25,Monday,28,#drive03252024 DRIVE!! Sacramento,Davis
,,#drive04222025 Need a drive Sacramento -> Palo Alto. Budget,1056,,0,2025-04-22,Tuesday,0,#drive04222025 Need a drive Sacramento,Palo
,,Need  a  ride  San  Jose  ➜  Davis.  Budget  $22,1057,,,,,0,Need a ride San Jose,Davis
,,#ride08132025 Sacramento to Sunnyvale | 9:20 AM | | 1 seat,1058,,1,2025-08-13,Wednesday,0,#ride08132025 Sacramento,Sunnyvale
,,Palo Alto -> Davis | 8:15 AM |  | 1 seat !!,1059,,,,,0,Palo Alto,Davis
,,"#ride12292024 from Sunnyvale to Sacramento | 3PM | $20 | 1 seat
anyone?",1060,,1,2024-12-29,Sunday,0,Sunnyvale,Sacramento
,,#drive08012024 DRIVE!! Fremont-San Jose 9PM $22,1061,,0,2024-08-01,Thursday,22,#drive08012024 DRIVE!! Fremont,San Jose
,,#drive12022025 Berkeley to Oakland | 3PM | $20 | 1 seat,1062,,0,2025-12-02,Tuesday,20,#drive12022025 Berkeley,Oakland
,,#drive11132024 #drive11152024 San Francisco to Palo Alto $40-45 leaving 11:50 AM thx,1063,,0,2024-11-13,Wednesday,42,#drive11132024 #drive11152024 San Francisco,Palo
,,#drive11142025 #drive11212025 Need a drive from Berkeley to Sac. Budget $10,1064,,0,2025-11-14,Friday,10,Berkeley,Sacramento
,,#drive11022024 Oakland -> Davis leaving 12PM,1065,,0,2024-11-02,Saturday,0,#drive11022024 Oakland,Davis
,,#ride01202024 RIDE!! Fremont-Sacramento 7PM $10,1066,,1,2024-01-20,Saturday,0,#ride01202024 RIDE!! Fremont,Sacramento
,,#drive03302025 #drive03312025 Fremont to Sunnyvale $25-35 leaving 3:10 PM,1067,,0,2025-03-30,Sunday,30,#drive03302025 #drive03312025 Fremont,Sunnyvale
,,San Jose-Oakland $35 leaving 9PM pls,1068,,,,,0,San Jose,Oakland
,,#ride11162024 RIDE!! Davis to Berkeley 10PM pls,1069,,1,2024-11-16,Saturday,0,#ride11162024 RIDE!! Davis,Berkeley
,,#drive04272024 Sunnyvale to San Francisco | 7:50 PM | $22 | 1 seat,1070,,0,2024-04-27,Saturday,22,#drive04272024 Sunnyvale,San Francisco
,,#ride12172025 Berkeley ➜ Sunnyvale | 7AM | $30 | 1 seat,1071,,1,2025-12-17,Wednesday,0,#ride12172025 Berkeley,Sunnyvale
,,#drive12262025  Davis  ->  Palo  Alto    leaving  6AM,1072,,0,2025-12-26,Friday,0,#drive12262025 Davis,Palo
,,#drive04052024 San Jose-Sacramento | 8:30 PM | $18 | 1 seat,1073,,0,2024-04-05,Friday,18,#drive04052024 San Jose,Sacramento
,,"#ride09092025 RIDE!! Oakland -> San Francisco 7AM $10
comment below",1074,,1,2025-09-09,Tuesday,0,#ride09092025 RIDE!! Oakland,San Francisco
,,#drive04062025 San Francisco -> Oakland $40-45 leaving 8AM,1075,,0,2025-04-06,Sunday,42,#drive04062025 San Francisco,Oakland
,,#drive09062025 DRIVE!! Fremont to Sacramento 1:15 PM $15-25 😊,1076,,0,2025-09-06,Saturday,20,#drive09062025 DRIVE!! Fremont,Sacramento
,,#ride01162024 Davis -> Palo Alto | 2PM | $30 | 1 seat,1077,,1,2024-01-16,Tuesday,0,#ride01162024 Davis,Palo
,,#ride12262024 #ride12282024 RIDE!! Davis -> Palo Alto 9:50 AM 35 dollars thx,1078,,1,2024-12-26,Thursday,0,#ride12262024 #ride12282024 RIDE!! Davis,Palo
,,#ride08202025  Davis  to  Fremont  25  dollars  leaving  9AM,1079,,1,2025-08-20,Wednesday,0,#ride08202025 Davis,Fremont
,,#ride09252025 Need a ride San Jose-Palo Alto. Budget 😊,1080,,1,2025-09-25,Thursday,0,#ride09252025 Need a ride San Jose,Palo
,,#drive06032024  Need  a  drive  Palo  Alto  to  Davis.  Budget  pls,1081,,0,2024-06-03,Monday,0,#drive06032024 Need a drive Palo Alto,Davis
,,#ride05152024 from Berkeley to Sac $15 leaving 10PM,1082,,1,2024-05-15,Wednesday,0,Berkeley,Sacramento
,,#ride07262024 San Francisco ➜ Berkeley | 3PM |  | 1 seat thx,1083,,1,2024-07-26,Friday,0,#ride07262024 San Francisco,Berkeley
,,#drive11092025 Palo Alto to Berkeley | 9PM |$20-28 | 1 seat,1084,,0,2025-11-09,Sunday,24,#drive11092025 Palo Alto,Berkeley
,,#ride08122024 RIDE!! Berkeley -> San Francisco 8PM $15,1085,,1,2024-08-12,Monday,0,#ride08122024 RIDE!! Berkeley,San Francisco
,,#drive02132024  DRIVE!!  Davis  ➜  SanJ  ose  6AM  $20  pls,1086,,0,2024-02-13,Tuesday,20,#drive02132024 DRIVE!! Davis,SanJ
,,#drive08282024 DRIVE!! Sacramento ➜ Oakland 10:40 PM 18 dollars 🚗,1087,,0,2024-08-28,Wednesday,18,#drive08282024 DRIVE!! Sacramento,Oakland
,,#drive05202024 Need a drive from San Francisco to Sacramento. Budget $35-43 😊,1088,,0,2024-05-20,Monday,39,San Francisco,Sacramento
,,#drive02232025 San Jose ➜ Oaklnad | 8:20 AM | $30 | 1 seat,1089,,0,2025-02-23,Sunday,30,#drive02232025 San Jose,Oaklnad
,,#ride11162025 San Francisco -> Oakland $15 leaving 6AM,1090,,1,2025-11-16,Sunday,0,#ride11162025 San Francisco,Oakland
,,#drive03282025 DRIVE!! Fremont ➜ Sunnyvale 8:15 PM,1091,,0,2025-03-28,Friday,0,#drive03282025 DRIVE!! Fremont,Sunnyvale
,,#ride12092024 #ride12112024 RIDE!! Berkeley-Davis 9:30 PM $15,1092,,1,2024-12-09,Monday,0,#ride12092024 #ride12112024 RIDE!! Berkeley,Davis
,,"#ride05092025  #ride05162025  from  San  Jose  to  Palo  Alto  |  11AM  |  $40  |  1  seat
comment  below",1093,,1,2025-05-09,Friday,0,San Jose,Palo
,,#drive04072024 #drive04102024 Fremont ➜ Palo Alto | 8AM | $30-40 | 1 seat,1094,,0,2024-04-07,Sunday,35,#drive04072024 #drive04102024 Fremont,Palo
,,#ride02292024  from  Fremont  to  San  Jose  |  10AM  |  $25  |  1  seat,1095,,1,2024-02-29,Thursday,0,Fremont,San
,,#ride07232024 Need a ride from Fremont to Berkele.y Budget $40-45,1096,,1,2024-07-23,Tuesday,0,Fremont,Berkele
,,#drive11132025 DRIVE!! Fremont -> SJ 12:20 PM $10,1097,,0,2025-11-13,Thursday,10,#drive11132025 DRIVE!! Fremont,San Jose
,,#drive01212024 SF-Oakland | 11:40 AM |  | 1 seat,1098,,0,2024-01-21,Sunday,0,#drive01212024 SF,Oakland
,,#ride08222024  Oakland  ➜  Sunnyvale  |  10:45  AM  |  12  dollars  |  1  seat  😊,1099,,1,2024-08-22,Thursday,0,#ride08222024 Oakland,Sunnyvale
,,#drive08022024 Need a drive Palo Alto-Sunnyvale. Budget pls,1100,,0,2024-08-02,Friday,0,#drive08022024 Need a drive Palo Alto,Sunnyvale
,,#drive03182024 Need a drive from San Francisco to Sacramento. Budget,1101,,0,2024-03-18,Monday,0,San Francisco,Sacramento
,,#drive05262024 Need a drive from Berkeley to San Jose. Budget $20,1102,,0,2024-05-26,Sunday,20,Berkeley,San Jose
,,#drive12182025 #drive12212025 Sacramento to Oakland $10 leaving 8:45 PM,1103,,0,2025-12-18,Thursday,10,#drive12182025 #drive12212025 Sacramento,Oakland
,,#ride05282025 Fremont ➜ San Jose | 6AM | $30 | 1 seat,1104,,1,2025-05-28,Wednesday,0,#ride05282025 Fremont,San Jose
,,Need a ride Fremont ➜ Palo Alto. Budget $12,1105,,,,,0,Need a ride Fremont,Palo
,,#drive02162024  Need  a  drive  San  Jose  ➜  SF.  Budget,1106,,0,2024-02-16,Friday,0,#drive02162024 Need a drive San Jose,San Francisco
,,#drive04082025 San Jose to Palo Alto $10 leaving 12:50 PM,1107,,0,2025-04-08,Tuesday,10,#drive04082025 San Jose,Palo
,,#ride11032024 RIDE!! from Berkeley to Davis 1PM $18-28,1108,,1,2024-11-03,Sunday,0,Berkeley,Davis
,,#drive11052025 #drive11072025 DRIVE!! from Sacramento to Davis 2:45 PM $30 thx,1109,,0,2025-11-05,Wednesday,30,Sacramento,Davis
,,"#ride12122024 San Jose ➜ Palo Alto $12-17 leaving 2:45 PM
flexible time",1110,,1,2024-12-12,Thursday,0,#ride12122024 San Jose,Palo
,,#drive03072024 DRIVE!! Fremont to Palo Alto 6AM thx,1111,,0,2024-03-07,Thursday,0,#drive03072024 DRIVE!! Fremont,Palo
,,#ride04172024 Fremont -> Davis | 1:20 PM | $30 | 1 seat 😊,1112,,1,2024-04-17,Wednesday,0,#ride04172024 Fremont,Davis
,,"#drive06012025 San Jose ➜ Davis | 3:50 PM |  | 1 seat
anyone?",1113,,0,2025-06-01,Sunday,0,#drive06012025 San Jose,Davis
,,#ride01052024 RIDE!! Palo Alto -> Berkeley 7:50 PM $30 🚗,1114,,1,2024-01-05,Friday,0,#ride01052024 RIDE!! Palo Alto,Berkeley
,,#ride11072024 Berkeley to Davis $15-20 leaving 8:30 AM,1115,,1,2024-11-07,Thursday,0,#ride11072024 Berkeley,Davis
,,#drive03112025 Sacramento-Oakland  leaving 9:50 PM,1116,,0,2025-03-11,Tuesday,0,#drive03112025 Sacramento,Oakland
,,#ride07072025 San Francisco -> Palo Alto  leaving 1:00 PM !!,1117,,1,2025-07-07,Monday,0,#ride07072025 San Francisco,Palo
,,#drive02242025 Need a drive Fremont -> Davis. Budgte $18 !!,1118,,0,2025-02-24,Monday,18,#drive02242025 Need a drive Fremont,Davis
,,#ride01172024 San Jose-Palo Alto  leaving 7PM,1119,,1,2024-01-17,Wednesday,0,#ride01172024 San Jose,Palo
,,#ride09112024 RIDE!! Sacramento ➜ Davis 11AM $18,1120,,1,2024-09-11,Wednesday,0,#ride09112024 RIDE!! Sacramento,Davis
,,#ride04212024 RIDE!! Sunnyvale-San Francisco 6:30 AM $30,1121,,1,2024-04-21,Sunday,0,#ride04212024 RIDE!! Sunnyvale,San Francisco
,,#drive09272025  DRIVE!!  Oakland  ->  Berkeley  3PM  $15,1122,,0,2025-09-27,Saturday,15,#drive09272025 DRIVE!! Oakland,Berkeley
,,#ride01152024 #ride01222024 Need a ride Davis-Fremont. Budget 25 dollars,1123,,1,2024-01-15,Monday,0,#ride01152024 #ride01222024 Need a ride Davis,Fremont
,,#drive04092025 #drive04112025 DRIVE!! Palo Alto ➜ Berkeley 10:10 PM $30-40,1124,,0,2025-04-09,Wednesday,35,#drive04092025 #drive04112025 DRIVE!! Palo Alto,Berkeley
,,#drive10312024 San Francisco-Davis | 2:50 PM | $15 | 1 seat,1125,,0,2024-10-31,Thursday,15,#drive10312024 San Francisco,Davis
,,#ride03242024 RIDE!! from Sunnyvale to San Francisco 5PM,1126,,1,2024-03-24,Sunday,0,Sunnyvale,San Francisco
,,#drive09102025 Need a drive Davis-Palo Alto. Budget $22-32,1127,,0,2025-09-10,Wednesday,27,#drive09102025 Need a drive Davis,Palo
,,#drive06292024  Sunnyvale  ➜  Oakland  |  3:45  PM  |  $18  |  1  seat,1128,,0,2024-06-29,Saturday,18,#drive06292024 Sunnyvale,Oakland
,,#ride06062025 Need a ride Sacramento -> San Francisco. Budget $25-30,1129,,1,2025-06-06,Friday,0,#ride06062025 Need a ride Sacramento,San Francisco
,,#ride08172025 Sacramento -> Fremont $10 leaving 10AM,1130,,1,2025-08-17,Sunday,0,#ride08172025 Sacramento,Fremont
,,#drive07232024  Need  a  drive  Fremont-San  Jose.  Budget  $20,1131,,0,2024-07-23,Tuesday,20,#drive07232024 Need a drive Fremont,San
,,#ride08152025 San Jose to Berkeley $30 leaving 3:00 PM,1132,,1,2025-08-15,Friday,0,#ride08152025 San Jose,Berkeley
,,#drive06172024 DRIVE!! Oakland ➜ Palo Alto 9:50 PM $12 thx,1133,,0,2024-06-17,Monday,12,#drive06172024 DRIVE!! Oakland,Palo
,,#drive12282025 #drive12292025 Berkeley-Palo Alto | 10:40 PM | $35 | 1 seat,1134,,0,2025-12-28,Sunday,35,#drive12282025 #drive12292025 Berkeley,Palo
,,#ride03292024 Need a ride Sunnyvale -> San Jose. Budget 35 dollars,1135,,1,2024-03-29,Friday,0,#ride03292024 Need a ride Sunnyvale,San Jose
,,#ride04162025  #ride04182025  Berkeley-Sunnyvale    leaving  9:40  PM,1136,,1,2025-04-16,Wednesday,0,#ride04162025 #ride04182025 Berkeley,Sunnyvale
,,#drive12302024 from San Francisco to Berkeley $18 leaving 10:50 PM,1137,,0,2024-12-30,Monday,18,San Francisco,Berkeley
,,#ride10222025 San Jose -> San Francisco $20 leaving 8AM,1138,,1,2025-10-22,Wednesday,0,#ride10222025 San Jose,San Jose
,,#ride11072025 Need a ride from Davis to San Jose. Budget $18,1139,,1,2025-11-07,Friday,0,Davis,San Jose
,,from Sacramento to Davis | 6:30 AM | $12 | 1 seat,1140,,,,,0,Sacramento,Davis
,,#drive08062024 Berkeley to Palo Alto | 6:45 PM | $30-35 | 1 seat,1141,,0,2024-08-06,Tuesday,32,#drive08062024 Berkeley,Palo
,,#drive10222024 Need a rdive San Francisco ➜ Sac. Budget $20,1142,,0,2024-10-22,Tuesday,20,#drive10222024 Need a rdive San Francisco,Sacramento
,,#ride03062024 Sunnyvale ➜ Davis $15 leaving 9AM 🚗,1143,,1,2024-03-06,Wednesday,0,#ride03062024 Sunnyvale,Davis
,,#drive03132024 DRIVE!! Sunnyvale ➜ Berkeley 2:45 PM $10,1144,,0,2024-03-13,Wednesday,10,#drive03132024 DRIVE!! Sunnyvale,Berkeley
,,"#ride05262024 RIDE!! from San Francisco to Berkeley 7AM 20 dollars
comment below",1145,,1,2024-05-26,Sunday,0,San Francisco,Berkeley
,,#drive07272025 Palo Alto-Davis $12 leaving 6AM,1146,,0,2025-07-27,Sunday,12,#drive07272025 Palo Alto,Davis
,,#ride04272042 #ride05042024 Need a ride Berkeley-Sunnyvale. Budget $35-43 😊,1147,,1,2042-04-27,Sunday,0,#ride04272042 #ride05042024 Need a ride Berkeley,Sunnyvale
,,#drive03112024 Sunnyvale-Fremont | 1:15 PM | $22 | 1 seat !!,1148,,0,2024-03-11,Monday,22,#drive03112024 Sunnyvale,Fremont
,,"#ride12192025 from SJ to Fremont | 12PM | $15 | 1 seat thx
comment below",1149,,1,2025-12-19,Friday,0,San Jose,Fremont
,,#drive01162025 from Berkeley to Palo Alto $25-35 leaving 7PM,1150,,0,2025-01-16,Thursday,30,Berkeley,Palo
,,Davis to Palo Alto $35 leaving 4:15 PM,1151,,,,,0,Davis,Palo
,,#ride08312025 Davis -> Oakland $20 leaving 7:00 PM,1152,,1,2025-08-31,Sunday,0,#ride08312025 Davis,Oakland
,,#ride08152024 Fremont -> San Jose $10 leaving 6:40 AM flexible time,1153,,1,2024-08-15,Thursday,0,#ride08152024 Fremont,San Jose
,,#ride03132025 Need a ride Palo Alto-Oakland. Budget 😊,1154,,1,2025-03-13,Thursday,0,#ride03132025 Need a ride Palo Alto,Oakland
,,#ride10072024 Need aride Fremont to San Jose. Budget $25,1155,,1,2024-10-07,Monday,0,#ride10072024 Need aride Fremont,San Jose
,,"#ride02292024 Need a ride San Jose-Berkeley. Budget $35
pm me",1156,,1,2024-02-29,Thursday,0,#ride02292024 Need a ride San Jose,Berkeley
,,RIDE!! from Sunnyvale to Davis 6:50 AM,1157,,,,,0,Sunnyvale,Davis
,,#ride11242024 Need a ride San Francisco-Berkeley. Budget $18,1158,,1,2024-11-24,Sunday,0,#ride11242024 Need a ride San Francisco,Berkeley
,,#drive05222025 Need a drive Berkeley -> Fremont. Budget,1159,,0,2025-05-22,Thursday,0,#drive05222025 Need a drive Berkeley,Fremont
,,#ride06012025 Nee da ride Fremont-Berkeley. Budget $12,1160,,1,2025-06-01,Sunday,0,#ride06012025 Nee da ride Fremont,Berkeley
,,#drive06202025 Palo Alto ➜ Sacramento | 5:40 PM | $40 | 1 seat,1161,,0,2025-06-20,Friday,40,#drive06202025 Palo Alto,Sacramento
,,#ride06292024 Need a ride from Davis to Berkeley. Budget $22 pls,1162,,1,2024-06-29,Saturday,0,Davis,Berkeley
,,#ride10112024 Need a ride Sunnyvale -> Fremont. Budget $10,1163,,1,2024-10-11,Friday,0,#ride10112024 Need a ride Sunnyvale,Fremont
,,#drive07102024 #drive07122024 aPlo Alto to San Francisco | 1:40 PM | $12 | 1 seat,1164,,0,2024-07-10,Wednesday,12,#drive07102024 #drive07122024 aPlo Alto,San Francisco
,,"#drive07242024 Need a drive Davis-Sacramento. Budget $15
flexible time",1165,,0,2024-07-24,Wednesday,15,#drive07242024 Need a drive Davis,Sacramento
,,#drive02202024 Sunnyvale to Davis $15 leaving 2:10 PM,1166,,0,2024-02-20,Tuesday,15,#drive02202024 Sunnyvale,Davis
,,#ride08122025 Need a ride San Jose ➜ Fremont. Budget $30,1167,,1,2025-08-12,Tuesday,0,#ride08122025 Need a ride San Jose,Fremont
,,#ride11132025 from Oakland to Fremont | 9AM |  | 1 seat,1168,,1,2025-11-13,Thursday,0,Oakland,Fremont
,,#drive11022025 DRIVE!! Berkeley to San Jose 1PM $35,1169,,0,2025-11-02,Sunday,35,#drive11022025 DRIVE!! Berkeley,San Jose
,,#ride07212024 RIDE!! Sacramento ➜ San Francisco 2PM $15-25,1170,,1,2024-07-21,Sunday,0,#ride07212024 RIDE!! Sacramento,San Francisco
,,#ride07192024 San Francisco ➜ Davis $18 leaving 8AM pls,1171,,1,2024-07-19,Friday,0,#ride07192024 San Francisco,Davis
,,#drive10032025 Sunnyvale -> Oakland | 10:40 PM | $35 | 1 seat,1172,,0,2025-10-03,Friday,35,#drive10032025 Sunnyvale,Oakland
,,#driev12242024 San Francisco ➜ Sunnyvale | 1PM | $25 | 1 seat,1173,,,,,0,#driev12242024 San Francisco,Sunnyvale
,,"#ride08142025 Oakland ➜ Berkeley | 12PM | $35-40 | 1 seat !!
comment below",1174,,1,2025-08-14,Thursday,0,#ride08142025 Oakland,Berkeley
,,#ride12112024 Need a ride Sunnyvale-Fremont. Budget $30-35,1175,,1,2024-12-11,Wednesday,0,#ride12112024 Need a ride Sunnyvale,Fremont
,,#drive01182024 DRIVE!! SF-Berkeley 6AM $10 🚗,1176,,0,2024-01-18,Thursday,10,#drive01182024 DRIVE!! SF,Berkeley
,,#ride02172025 #ride02202025 Need ar ide from Palo Alto to San Jose. Budget $30,1177,,1,2025-02-17,Monday,0,Palo Alto,San Jose
,,#drive10032024  Sunnyvale-Oakland    leaving  2PM,1178,,0,2024-10-03,Thursday,0,#drive10032024 Sunnyvale,Oakland
,,#ride01212024 Need a ride San Francisco ➜ Palo Alto. Budget $22,1179,,1,2024-01-21,Sunday,0,#ride01212024 Need a ride San Francisco,Palo
,,#ride05242024 San Jose -> Palo Alto 22 dollars leaving 5PM,1180,,1,2024-05-24,Friday,0,#ride05242024 San Jose,Palo
,,"#drive12222025 Oakland to Sacrmaento | 8:30 AM | $20 | 1 seat
pm me",1181,,0,2025-12-22,Monday,20,#drive12222025 Oakland,Sacrmaento
,,#ride09202024 Sacramento -> Fremont  leaving 11:45 AM 🚗,1182,,1,2024-09-20,Friday,0,#ride09202024 Sacramento,Fremont
,,#drive12152024  Need  a  drive  San  Jose  ➜  Palo  Alto.  Budget  $15-23,1183,,0,2024-12-15,Sunday,19,#drive12152024 Need a drive San Jose,Palo
,,#drive11242025 Sunnvyale -> Oakland $40-45 leaving 7:50 AM,1184,,0,2025-11-24,Monday,42,#drive11242025 Sunnvyale,Oakland
,,#ride07162024 Sunnyvale ➜ Oakland 40 dollars leaving 9:10 PM pls,1185,,1,2024-07-16,Tuesday,0,#ride07162024 Sunnyvale,Oakland
,,#drive07032024 #drive07062024 Oakland-San Jose | 4PM | | 1 seat,1186,,0,2024-07-03,Wednesday,0,#drive07032024 #drive07062024 Oakland,San Jose
,,#drive08072024 from San Jose to Davis | 8:45 PM | $22 | 1 seat,1187,,0,2024-08-07,Wednesday,22,San Jose,Davis
,,#drive01142025 DRIVE!! from Palo Alto to Sunnyvale 3PM $15,1188,,0,2025-01-14,Tuesday,15,Palo Alto,Sunnyvale
,,#drive10202025 San Jose to Sac | 9PM | $10 | 1 seat 🚗,1189,,0,2025-10-20,Monday,10,#drive10202025 San Jose,Sacramento
,,#drive08112025 Berkeley ➜ Sunnyvale | 7PM | $40 | 1 seat,1190,,0,2025-08-11,Monday,40,#drive08112025 Berkeley,Sunnyvale
,,#drive02222025 Oakland-Palo Alto | 4PM | $18 | 1 seat,1191,,0,2025-02-22,Saturday,18,#drive02222025 Oakland,Palo
,,#drive04172025 from Palo Alto to Fremont | 7AM |  | 1 seat pls,1192,,0,2025-04-17,Thursday,0,Palo Alto,Fremont
,,#drive09102024 from Davis to Sunnyvale  leaving 4:15 PM thx,1193,,0,2024-09-10,Tuesday,0,Davis,Sunnyvale
,,#drive05112025 San Francisco -> Fremont | 4:40 PM | $40 | 1 seat,1194,,0,2025-05-11,Sunday,40,#drive05112025 San Francisco,Fremont
,,San Francisco ➜ Davis leaving 3:10 MP comment below,1195,,,,,0,San Francisco,Davis
,,#drive08282025 Sunnyvale ➜ Oakland | 1PM | $22 | 1 seat,1196,,0,2025-08-28,Thursday,22,#drive08282025 Sunnyvale,Oakland
,,#drive06202025 Need a drive from Palo Alto to San Francisco. Budget thx,1197,,0,2025-06-20,Friday,0,Palo Alto,San Francisco
,,#drive02292024 Need a drive Palo Alto-San Francisco. Budget 12 dollars pls,1198,,0,2024-02-29,Thursday,12,#drive02292024 Need a drive Palo Alto,San Francisco
,,#drive12082024 San Jose-Davis $20 leaving 2PM 🚗,1199,,0,2024-12-08,Sunday,20,#drive12082024 San Jose,Davis
,,#drive09242024 #drive09272024 San Francisco-Fremont | 12:20 PM | 20 dollars | 1 seat 🚗,1200,,0,2024-09-24,Tuesday,20,#drive09242024 #drive09272024 San Francisco,Fremont
,,#ride08162025  San  Jose  ->  Sacramento  |  10AM  |  $22  |  1  seat,1201,,1,2025-08-16,Saturday,0,#ride08162025 San Jose,Sacramento
,,#ride01032024 from Davis to Sacramento 18 dollars leaving 9:00 AM,1202,,1,2024-01-03,Wednesday,0,Davis,Sacramento
,,#drive06262024 #drive06292024 from Fremont to Palo Alto | 1:15 PM |  | 1 seat,1203,,0,2024-06-26,Wednesday,0,Fremont,Palo
,,"#drive04042025 Need a drive San Francisco -> Palo Alto. Budget 🚗
flexible time",1204,,0,2025-04-04,Friday,0,#drive04042025 Need a drive San Francisco,Palo
,,#ride02292024 from Berkeley to San Jose $12 leaving 8:20 AM,1205,,1,2024-02-29,Thursday,0,Berkeley,San Jose
,,#rdive08042025 from Berkeley to Davis $15 leaving 10PM,1206,,,,,0,Berkeley,Davis
,,#drive12192024 DRIVE!! Fremont ➜ San Jose 4PM,1207,,0,2024-12-19,Thursday,0,#drive12192024 DRIVE!! Fremont,San Jose
,,#ride12052024  #ride12072024  RIDE!!  Fremont-San  Francisco  2:45  PM  $10-18  😊,1208,,1,2024-12-05,Thursday,0,#ride12052024 #ride12072024 RIDE!! Fremont,San
,,#ride11102024 Need a ride Palo Alto -> San Francisco. Budget $18-28,1209,,1,2024-11-10,Sunday,0,#ride11102024 Need a ride Palo Alto,San Francisco
,,#drive05182025 Need a drive San Jose ➜ San Francisco. Budget $10,1210,,0,2025-05-18,Sunday,10,#drive05182025 Need a drive San Jose,San Jose
,,"#ride12132025 San Jose-Berkeley | 7AM | 12 dollars | 1 seat
flexible time",1211,,1,2025-12-13,Saturday,0,#ride12132025 San Jose,Berkeley
